Male,Date,Clipped File Name,Timestamp Start,Timestamp End,Number of Motifs,Any motifs after .5 gap,Other notes
T234,2/3/2022,NA,NA,NA,0,NA,Did not sing
T230,6/8/2022,NA,NA,NA,0,NA,"Did not sing during 30 min trial, sang before only"
T231,5/7/2022,T231_May_07_2022_1,32m 57s,33m 3s,6,No,
T231,5/7/2022,T231_May_07_2022_2,33m 12s,33m 14s,2,No,
T231,5/7/2022,T231_May_07_2022_3,33m 14s,33m 16s,2,No,
T231,5/7/2022,T231_May_07_2022_4,33m 16s,33m 18s,3,No,
T231,5/7/2022,T231_May_07_2022_5,33m 23s,33m 27s,5,Yes,three additional motifs after .58 and .89 sec pauses
T231,5/7/2022,T231_May_07_2022_6,34m 7s,34m 10s,2,No,
T231,5/7/2022,T231_May_07_2022_7,34m 30s,34m 34s,4,No,
T231,5/7/2022,T231_May_07_2022_8,37m 43s,37m 45s,2,Yes,There is a partial motif after .53 sec pause
T231,5/7/2022,T231_May_07_2022_9,37m 55s,37m 58s,4,No,
T231,5/7/2022,T231_May_07_2022_10,37m 59s,38m 1s,3,No,
T231,5/7/2022,T231_May_07_2022_11,38m 2s,38m 5s,2,No,
T231,5/7/2022,T231_May_07_2022_12,38m 6s,38m 8s,2,No,
T231,5/7/2022,T231_May_07_2022_13,38m 33s,38m 36s,4,No,
T231,5/7/2022,T231_May_07_2022_14,38m 37s,38m 38s,3,No,incomplete motifs
T231,5/7/2022,T231_May_07_2022_15,38m 40s,38m 41s,2,No,
T231,5/7/2022,T231_May_07_2022_16,38m 54s,38m 58s,4,No,
T231,5/7/2022,T231_May_07_2022_17,38m 58s,39m 0s,2,No,
T231,5/7/2022,T231_May_07_2022_18,39m 33s,39m 35s,3,No,
T231,5/7/2022,T231_May_07_2022_19,39m 36s,39m 38s,3,No,
T231,5/7/2022,T231_May_07_2022_20,39m 51s,39m 53s,2,No,
T231,5/7/2022,T231_May_07_2022_21,39m 53s,39m 55s,3,No,
T231,5/7/2022,T231_May_07_2022_22,40m 11s,40m 15s,4,No,
T231,5/7/2022,T231_May_07_2022_23,40m 15s,40m 17s,2,No,
T231,5/7/2022,T231_May_07_2022_24,40m 39s,40m 43s,5,No,
T231,5/7/2022,T231_May_07_2022_25,40m 46s,40m 48s,3,No,
T231,5/7/2022,T231_May_07_2022_26,41m 44s,41m 46s,2,No,
T231,5/7/2022,T231_May_07_2022_27,41m 46s,41m 48s,3,No,
T231,5/7/2022,T231_May_07_2022_28,41m 51s,41m 52s,2,No,
T231,5/7/2022,T231_May_07_2022_29,43m 9s,43m 11s,4,No,
T231,5/7/2022,T231_May_07_2022_30,43m 12s,43m 14s,3,No,
T231,5/7/2022,T231_May_07_2022_31,43m 15s,43m 16s,2,No,
T231,5/7/2022,T231_May_07_2022_32,43m 18s,43m 19s,2,No,
T231,5/7/2022,T231_May_07_2022_33,43m 20s,43m 21s,2,Yes,additional motif after .73 sec pause
T231,5/7/2022,T231_May_07_2022_34,44m 26s,44m 30s,4,No,
T231,5/7/2022,T231_May_07_2022_35,44m 31s,44m 32s,2,No,
T231,5/7/2022,T231_May_07_2022_36,44m 34s,44m 36s,2,No,
T231,5/7/2022,T231_May_07_2022_37,44m 36s,44m 38s,3,No,
T231,5/7/2022,T231_May_07_2022_38,44m 43s,44m 45s,3,No,
T231,5/7/2022,T231_May_07_2022_39,44m 53s,44m 56s,4,No,
T231,5/7/2022,T231_May_07_2022_40,45m 25s,45m 29s,4,No,
T231,5/7/2022,T231_May_07_2022_41,46m 15s,46m 19s,5,No,
T231,5/7/2022,T231_May_07_2022_42,46m 20s,46m 22s,2,No,
T231,5/7/2022,T231_May_07_2022_43,46m 25s,46m 27s,3,No,
T231,5/7/2022,T231_May_07_2022_44,46m 28s,46m 29s,2,No,
T231,5/7/2022,T231_May_07_2022_45,46m 44s,46m 48s,4,No,
T231,5/7/2022,T231_May_07_2022_46,47m 36s,47m 39s,4,No,
T231,5/7/2022,T231_May_07_2022_47,47m 40s,47m 42s,2,No,
T231,5/7/2022,T231_May_07_2022_48,47m 42s,47m 44s,3,No,
T231,5/7/2022,T231_May_07_2022_49,48m 0s,48m 2s,3,No,
T231,5/7/2022,T231_May_07_2022_50,48m 3s,48m 6s,3,No,
T231,5/7/2022,T231_May_07_2022_51,48m 6s,48m 8s,2,No,
T231,5/7/2022,T231_May_07_2022_52,49m 33s,49m 34s,2,No,
T231,5/7/2022,T231_May_07_2022_53,49m 36s,49m 38s,3,No,
T231,5/7/2022,T231_May_07_2022_54,49m 39s,49m 42s,3,No,
T231,5/7/2022,T231_May_07_2022_55,49m 42s,49m 44s,2,No,
T231,5/7/2022,T231_May_07_2022_56,50m 57s,50m 59s,3,Yes,additional motif after .51 sec pause
T231,5/7/2022,T231_May_07_2022_57,51m 3s,51m 5s,3,No,
T231,5/7/2022,T231_May_07_2022_58,51m 6s,51m 8s,2,No,questionable intro notes
T231,5/7/2022,T231_May_07_2022_59,51m 34s,51m 39s,5,No,
T231,5/7/2022,T231_May_07_2022_60,52m 31s,52m 33s,2,No,
T231,5/7/2022,T231_May_07_2022_61,52m 34s,52m 36s,3,No,
T231,5/7/2022,T231_May_07_2022_62,53m 52s,53m 54s,2,No,
T231,5/7/2022,T231_May_07_2022_63,53m 54s,53m 56s,3,No,
T231,5/7/2022,T231_May_07_2022_64,53m 56s,53m 58s,2,No,
T231,5/7/2022,T231_May_07_2022_65,54m 8s,54m 10s,3,No,
T231,5/7/2022,T231_May_07_2022_66,55m 10s,55m 13s,4,No,
T231,5/7/2022,T231_May_07_2022_67,55m 13s,55m 16s,3,No,
T231,5/7/2022,T231_May_07_2022_68,55m 16s,55m 18s,2,No,
T231,5/7/2022,T231_May_07_2022_69,55m 37s,55m 41s,5,No,
T231,5/7/2022,T231_May_07_2022_70,55m 43s,55m 46s,3,No,
T231,5/7/2022,T231_May_07_2022_71,57m 12s,57m 14s,3,No,
T231,5/7/2022,T231_May_07_2022_72,57m 43s,57m 45s,3,No,
T231,5/7/2022,T231_May_07_2022_73,57m 46s,57m 18s,2,No,
T231,5/7/2022,T231_May_07_2022_74,58m 18s,58m 20s,3,No,
T231,5/7/2022,T231_May_07_2022_75,58m 21s,58m 23s,3,No,
T231,5/7/2022,T231_May_07_2022_76,58m 24s,58m 25s,2,No,
T231,5/7/2022,T231_May_07_2022_77,58m 35s,58m 37s,3,No,
T231,5/7/2022,T231_May_07_2022_78,58m 38s,58m 40s,3,No,
T231,5/7/2022,T231_May_07_2022_79,58m 55s,58m 58s,3,No,
T231,5/7/2022,T231_May_07_2022_80,58m 59s,59m 1s,3,No,
T231,5/7/2022,T231_May_07_2022_81,59m 31s,59m 34s,3,No,
T231,5/7/2022,T231_May_07_2022_82,59m 34s,59m 36s,2,No,
T231,5/7/2022,T231_May_07_2022_83,59m 36s,59m 38s,2,No,
T231_misc_motifs,5/7/2022,NA,NA,NA,7,NA,
T229,2/19/2022,T229_February_19_2022_1,31m 11s,31m 15s,4,No,
T229,2/19/2022,T229_February_19_2022_2,31m 17s,31m 19s,2,No,
T229,2/19/2022,T229_February_19_2022_3,31m 22s,31m 24s,2,Yes,"incomplete motifs (2nd motif), 3rd motif after >1 sec pause"
T229,2/19/2022,T229_February_19_2022_4,31m 58s,32m 2s,3,Yes,There is a 4th motif after a .99 sec pause
T229,2/19/2022,T229_February_19_2022_5,44m 15s,44m 18s,2,No,incomplete motifs
T229,2/19/2022,T229_February_19_2022_6,44m 39s,44m 42s,2,Yes,There is a 3rd motif after a .71 pause
T229,2/19/2022,T229_February_19_2022_7,44m 44s,44m 47s,3,Yes,There are 5 additional motifs after a .55 sec (or longer) pause
T229,2/19/2022,T229_February_19_2022_8,45m 31s,45m 33s,2,Yes,There is a 3rd motif after a .61 sec pause
T229,2/19/2022,T229_February_19_2022_9,45m 44s,45m 48s,4,Yes,There is a 5th motif after a >1 sec pause
T229,2/19/2022,T229_February_19_2022_10,45m 54s,45m 59s,5,Yes,There is a 6th motif after a .98 sec pause
T229,2/19/2022,T229_February_19_2022_11,46m 4s,46m 7s,2,No,
T229,2/19/2022,T229_February_19_2022_12,46m 9s,46m 11s,2,Yes,There is a 3rd motif after a .55 sec pause
T229,2/19/2022,T229_February_19_2022_13,46m 18s,46m 23s,5,No,
T229,2/19/2022,T229_February_19_2022_14,46m 41s,46m 46s,5,No,
T229,2/19/2022,T229_February_19_2022_15,46m 47s,46m 49s,2,No,
T229,2/19/2022,T229_February_19_2022_16,46m 50s,46m 52s,2,No,
T229,2/19/2022,T229_February_19_2022_17,47m 10s,47m 13s,3,No,
T229,2/19/2022,T229_February_19_2022_18,47m 16s,47m 20s,3,No,
T229,2/19/2022,T229_February_19_2022_19,47m 24s,47m 26s,2,No,
T229,2/19/2022,T229_February_19_2022_20,47m 31s,47m 36s,4,No,
T229,2/19/2022,T229_February_19_2022_21,47m 54s,48m 1s,6,No,
T229,2/19/2022,T229_February_19_2022_22,48m 2s,48m 4s,2,Yes,There is a 3rd motif after a >1 sec pause
T229,2/19/2022,T229_February_19_2022_23,48m 19s,48m 23s,4,No,
T229,2/19/2022,T229_February_19_2022_24,48m 24s,48m 26s,2,No,
T229,2/19/2022,T229_February_19_2022_25,49m 55s,50m 2s,5,Yes,There is a 6th motif after a >1 sec pause
T229,2/19/2022,T229_February_19_2022_26,50m 42s,50m 45s,2,No,
T229,2/19/2022,T229_February_19_2022_27,51m 32s,51m 37s,5,No,
T229,2/19/2022,T229_February_19_2022_28,52m 14s,52m 19s,5,Yes,There is a 6th motif after a .63 sec pause
T229,2/19/2022,T229_February_19_2022_29,52m 40s,52m 42s,2,No,
T229,2/19/2022,T229_February_19_2022_30,52m 43s,52m 48s,4,Yes,There is a 5th motif after a .91 sec pause
T229,2/19/2022,T229_February_19_2022_31,53m 29s,53m 35s,5,Yes,There is a 6th motif after a .9 sec pause
T229,2/19/2022,T229_February_19_2022_32,53m 38s,53m 41s,2,No,
T229,2/19/2022,T229_February_19_2022_32,53m 43s,53m 46s,3,No,
T229,2/19/2022,T229_February_19_2022_34,53m 54s,53m 57s,3,No,
T229,2/19/2022,T229_February_19_2022_35,53m 58s,54m 1s,2,No,
T229,2/19/2022,T229_February_19_2022_36,54m 17s,54m 20s,3,No,
T229,2/19/2022,T229_February_19_2022_37,54m 21s,54m 24s,3,No,
T229,2/19/2022,T229_February_19_2022_38,54m 27s,54m 30s,3,No,
T229,2/19/2022,T229_February_19_2022_39,54m 32s,54m 34s,2,No,
T229,2/19/2022,T229_February_19_2022_40,54m 35s,54m 37s,2,No,
T229,2/19/2022,T229_February_19_2022_41,54m 44s,54m 46s,2,No,
T229,2/19/2022,T229_February_19_2022_42,54m 47s,54m 50s,3,No,
T229,2/19/2022,T229_February_19_2022_43,54m 53s,54m 57s,3,No,
T229,2/19/2022,T229_February_19_2022_44,54m 59s,55m 4s,4,No,
T229,2/19/2022,T229_February_19_2022_45,55m 7s,55m 10s,3,No,
T229,2/19/2022,T229_February_19_2022_46,55m 31s,55m 38s,6,No,
T229,2/19/2022,T229_February_19_2022_47,55m 39s,55m 41s,2,Yes,There is a 3rd motif after a .84 sec pause
T229,2/19/2022,T229_February_19_2022_48,55m 48s,55m 52s,4,No,
T229,2/19/2022,T229_February_19_2022_49,56m 1s,56m 3s,2,No,
T229,2/19/2022,T229_February_19_2022_50,56m 4s,56m 6s,2,Yes,There is a 3rd motif after a .74 sec pause
T229,2/19/2022,T229_February_19_2022_51,56m 11s,56m 16s,4,No,
T229_misc_motifs,2/18/2022,NA,NA,NA,30,NA,
T247,4/11/2022,T247_April_11_2022_1,30m 53s,31m 1s,9,Yes,There is a 10th motif  after a .97 sec pause
T247,4/11/2022,T247_April_11_2022_2,31m 7s,31m 13s,7,No,
T247,4/11/2022,T247_April_11_2022_3,31m 38s,31m 47s,10,Yes,There are two additional motifs after a .63 sec pauseT247
T247,4/11/2022,T247_April_11_2022_4,32m 53s,32m 56s,3,No,
T247,4/11/2022,T247_April_11_2022_5,33m 54s,34m 2s,7,Yes,There is a 8th motif after a .63 sec pause
T247,4/11/2022,T247_April_11_2022_6,42m 1s,42m 3s,2,No,
T247,4/11/2022,T247_April_11_2022_7,50m 53s,50m 56s,3,No,
T247,4/11/2022,T247_April_11_2022_8,50m 56s,50m 58s,2,No,
T247,4/11/2022,T247_April_11_2022_9,50m 58s,51m 0s,2,No,
T247,4/11/2022,T247_April_11_2022_10,51m 1s,51m 3s,2,No,
T247,4/11/2022,T247_April_11_2022_11,51m 3s,51m 5s,2,No,
T247,4/11/2022,T247_April_11_2022_12,54m 48s,54m 51s,3,No,
T247,4/11/2022,T247_April_11_2022_13,54m 52s,54m 54s,2,No,
T247_misc_motifs,4/11/2022,NA,NA,NA,9,NA,Sang more at the beginning of the trial/before the trial
T257,7/13/2022,T257_July_13_2022_1,2h 1m 27s,2h 1m 30s,2,Yes,There is a 3rd motif after a >1 sec pause
T257,7/13/2022,T257_July_13_2022_2,2h 2m 1s,2h 2m 4s,2,Yes,There is a 3rd motif after a .66 sec pause
T257,7/13/2022,T257_July_13_2022_3,2h 2m 18s,2h 2m 19s,2,No,
T257,7/13/2022,T257_July_13_2022_4,2h 2m 39s,2h 2m 41s,2,No,
T257,7/13/2022,T257_July_13_2022_5,2h 2m 51s,2h 2m 55s,2,No,incomplete motifs
T257,7/13/2022,T257_July_13_2022_6,2h 4m 54s,2h 4m 57s,2,No,
T257,7/13/2022,T257_July_13_2022_7,2h 5m 3s,2h 5m 8s,3,Yes,There is a .52 sec pause between the 1st and 2nd motifs
T257,7/13/2022,T257_July_13_2022_8,2h 5m 21s,2h 5m 24s,2,No,
T257,7/13/2022,T257_July_13_2022_9,2h 5m 29s,2h 5m 32s,2,Yes,There is a 3rd motif after a .58 sec pause
T257,7/13/2022,T257_July_13_2022_10,2h 5m 53s,2h 5m 57s,2,Yes,There is a 3rd motif after a .9 sec pause
T257,7/13/2022,T257_July_13_2022_11,2h 6m 21s,2h 6m 25s,3,No,
T257,7/13/2022,T257_July_13_2022_12,2h 11m 20s,2h 11m 24s,3,No,
T257,7/13/2022,T257_July_13_2022_13,2h 11m 41s,2h 11m 45s,3,No,
T257,7/13/2022,T257_July_13_2022_14,2h 11m 45s,2h 11m 47s,2,No,
T257,7/13/2022,T257_July_13_2022_15,2h 12m 5s,2h 12m 8s,2,No,
T257,7/13/2022,T257_July_13_2022_16,2h 12m 10s,2h 12m 12s,2,No,
T257,7/13/2022,T257_July_13_2022_17,2h 12m 23s,2h 12m 25s,2,No,
T257,7/13/2022,T257_July_13_2022_18,2h 12m 37s,2h 12m 39s,2,Yes,There is a 3rd mtoif after a .78 sec pause
T257,7/13/2022,T257_July_13_2022_19,2h 12m 51s,2h 12m 53s,2,No,
T257,7/13/2022,T257_July_13_2022_20,2h 13m 46s,2h 13m 49s,2,Yes,There is a 3rd motif after a >1 sec pause
T257,7/13/2022,T257_July_13_2022_21,2h 14m 42s,2h 14m 44s,2,Yes,There is a 3rd motif after a .58 sec pause
T257,7/13/2022,T257_July_13_2022_22,2h 13m 53s,2h 14m 55s,2,No,
T257,7/13/2022,T257_July_13_2022_23,2h 15m 8s,2h 15m 11s,2,No,
T257,7/13/2022,T257_July_13_2022_24,2h 17m 31s,2h 17m 33s,2,No,
T257,7/13/2022,T257_July_13_2022_25,2h 18m 18s,2h 18m 20s,2,Yes,There is a 3rd motif after a .91 sec pause
T257,7/13/2022,T257_July_13_2022_26,2h 18m 34s,2h 18m 36s,2,No,
T257,7/13/2022,T257_July_13_2022_27,2h 18m 44s,2h 18m 47s,2,No,
T257,7/13/2022,T257_July_13_2022_28,2h 19m 35s,2h 19m 38s,2,No,
T257,7/13/2022,T257_July_13_2022_29,2h 20m 10s,2h 20m 12s,2,No,
T257,7/13/2022,T257_July_13_2022_30,2h 21m 24s,2h 21m 26s,2,No,
T257,7/13/2022,T257_July_13_2022_31,2h 21m 28s ,2h 21m 30s ,2,No,
T257,7/13/2022,T257_July_13_2022_32,2h 21m 43s,2h 21m 45s,2,No,
T257,7/13/2022,T257_July_13_2022_33,2h 21m 57s,2h 21m 59s,2,No,
T257,7/13/2022,T257_July_13_2022_34,2h 22m 10s,2h 22m 13s,2,No,
T257,7/13/2022,T257_July_13_2022_35,2h 22m 19s,2h 22m 22s,2,Yes,There is a 3rd motif after a >1 sec pause
T257,7/13/2022,T257_July_13_2022_36,2h 22m 33s,2h 22m 35s,2,No,
T257,7/13/2022,T257_July_13_2022_37,2h 23m 54s,2h 23m 57s,2,Yes,There is a 3rd motif after a .76 sec pause
T257,7/13/2022,T257_July_13_2022_38,2h 24m 11s,2h 24m 13s,2,No,
T257,7/13/2022,T257_July_13_2022_39,2h 24m 51s,2h 24m 53s,2,No,
T257,7/13/2022,T257_July_13_2022_40,2h 25m 35s,2h 25m 37s,2,No,
T257,7/13/2022,T257_July_13_2022_41,2h 25m 44s,2h 25m 46s,2,No,
T257_misc_motifs,7/13/2022,NA,NA,NA,76,NA,
T231,5/9/2022,T231_May_09_2022_1,34m 12s,34m 15s,2,Yes,There is a 3rd motif after a .66 sec pause
T231,5/9/2022,T231_May_09_2022_2,34m 17s,34m 20s,4,No,
T231,5/9/2022,T231_May_09_2022_3,34m 21s,34m 23s,3,No,
T231,5/9/2022,T231_May_09_2022_4,34m 54s,34m 56s,3,Yes,There is a 4th motif after a .53 sec pause
T231,5/9/2022,T231_May_09_2022_5,41m 16s,41m 17s,2,Yes,There is a 3rd motif after a .56 sec pause
T231,5/9/2022,T231_May_09_2022_6,41m 19s,41m 21s,2,No,
T231,5/9/2022,T231_May_09_2022_7,55m 27s,55m 31s,5,No,
T231,5/9/2022,T231_May_09_2022_8,55m 41s,55m 45s,4,No,
T231,5/9/2022,T231_May_09_2022_9,55m 46s,55m 47s,2,No,
T231,5/9/2022,T231_May_09_2022_10,56m 14s,56m 16s,3,No,
T231_misc_motifs,5/9/2022,NA,NA,NA,3,NA,
T246,2/3/2022,NA,NA,NA,0,NA,Did not sing
T234,4/25/2022,T234_April_25_2022_1,31m 0s,31m 6s,5,No,
T234,4/25/2022,T234_April_25_2022_2,31m 8s,31m 10s,2,No,
T234,4/25/2022,T234_April_25_2022_3,33m 33s,33m 39s,4,No,
T234,4/25/2022,T234_April_25_2022_4,33m 41s,33m 43s,2,No,
T234,4/25/2022,T234_April_25_2022_5,39m 11s,39m 13s,2,No,
T234,4/25/2022,T234_April_25_2022_6,47m 35s,47m 41s,5,Yes,There is a 6th motif after a .58 sec pause
T234,4/25/2022,T234_April_25_2022_7,47m 44s,47m 46s,2,Yes,There is a 3rd motif after a >1 sec pause
T234,4/25/2022,T234_April_25_2022_8,50m 15s,50m 18s,3,Yes,There is a 4th motif after a >1 sec pause
T234_misc_motifs,4/25/2022,NA,NA,NA,6,NA,
T236,4/11/2022,T236_April_11_2022_1,30m 50s,30m 55s,5,No,
T236,4/11/2022,T236_April_11_2022_2,30m 58s,30m 59s,2,No,
T236,4/11/2022,T236_April_11_2022_3,31m 3s,31m 6s,4,No,
T236,4/11/2022,T236_April_11_2022_4,31m 8s,31m 10s,3,No,
T236,4/11/2022,T236_April_11_2022_5,31m 12s,31m 15s,3,No,
T236,4/11/2022,T236_April_11_2022_6,31m 40s,31m 43s,5,Yes,There is a 6th motif after a >1 sec pause
T236,4/11/2022,T236_April_11_2022_7,31m 47s,31m 49s,2,Yes ,There is a 3rd motif after a .72 pause
T236,4/11/2022,T236_April_11_2022_8,31m 51s,31m 52s,2,No,
T236,4/11/2022,T236_April_11_2022_9,32m 26s,32m 28s,4,No,
T236,4/11/2022,T236_April_11_2022_10,32m 29s,32m 30s,2,No,
T236,4/11/2022,T236_April_11_2022_11,32m 52s,32m 55s,3,No,
T236,4/11/2022,T236_April_11_2022_12,32m 56s,32m 57s,2,No,
T236,4/11/2022,T236_April_11_2022_13,32m 57s,32m 59s,2,No,
T236,4/11/2022,T236_April_11_2022_14,33m 0s,33m 1s,2,Yes,There is a 3rd motif after a >1 sec pause
T236,4/11/2022,T236_April_11_2022_15,33m 3s,33m 5s,2,Yes,There is a 3rd motif after a >1 sec pause
T236,4/11/2022,T236_April_11_2022_16,33m 57s,34m 2s,6,No,
T236,4/11/2022,T236_April_11_2022_17,34m 3s,34m 6s,3,Yes,There is a 4th motif after a >1 sec pause
T236,4/11/2022,T236_April_11_2022_18,36m 25s,36m 27s,2,No,
T236,4/11/2022,T236_April_11_2022_19,36m 28s,36m 32s,5,No,
T236,4/11/2022,T236_April_11_2022_20,37m 10s,37m 11s,2,No,
T236,4/11/2022,T236_April_11_2022_21,37m 13s,37m 14s,2,No,
T236,4/11/2022,T236_April_11_2022_22,38m 14s,38m 16s,4,No,
T236,4/11/2022,T236_April_11_2022_23,38m 17s,38m 18s,2,Yes,There is a 3rd motif after a .72 pause
T236,4/11/2022,T236_April_11_2022_24,39m 29s,39m 30s,2,Yes,There is a 3rd motif after a >1 sec pause
T236,4/11/2022,T236_April_11_2022_25,44m 27s,44m 29s,2,No,
T236,4/11/2022,T236_April_11_2022_26,44m 30s,44m 31s,2,No,
T236,4/11/2022,T236_April_11_2022_27,45m 0s,45m 2s,2,Yes,There is a 3rd motif after a .74 sec pause
T236,4/11/2022,T236_April_11_2022_28,45m 43s,45m 44s,2,No,
T236,4/11/2022,T236_April_11_2022_29,45m 45s,45m 48s,4,No,
T236,4/11/2022,T236_April_11_2022_30,46m 12s,46m 15s,3,No,
T236,4/11/2022,T236_April_11_2022_31,47m 2s,47m 6s,5,No,
T236,4/11/2022,T236_April_11_2022_32,47m 51s,47m 58s,9,No,
T236,4/11/2022,T236_April_11_2022_33,47m 59s,48m 0s,2,No,
T236,4/11/2022,T236_April_11_2022_34,50m 39s,50m 41s,2,Yes,There is a 3rd motif after a .66 sec pause
T236,4/11/2022,T236_April_11_2022_35,50m 46s,50m 48s,3,No,
T236,4/11/2022,T236_April_11_2022_36,52m 18s,52m 22s,5,No,
T236,4/11/2022,T236_April_11_2022_37,52m 22s,52m 26s,5,No,
T236,4/11/2022,T236_April_11_2022_38,52m 51s,52m 53s,3,Yes,There is a 4th motif after a >1 sec pause
T236,4/11/2022,T236_April_11_2022_39,55m 31s,55m 34s,6,No,
T236,4/11/2022,T236_April_11_2022_40,57m 50s,57m 51s,2,No,
T236,4/11/2022,T236_April_11_2022_41,1h 0m 14s,1h 0m 21s,9,No,
T236,4/11/2022,T236_April_11_2022_42,1h 0m 21s,1h 0m 24s,4,No,
T236_misc_motifs,4/11/2022,NA,NA,NA,28,NA,
T229,6/26/2022,T229_June_26_2022_1,48m 12s,48m 20s,6,Yes,There is a 7th motif after a >1 sec pause
T229,6/26/2022,T229_June_26_2022_2,48m 25s,48m 27s,2,Yes,There is a 3rd motif after a .67 sec pause
T229,6/26/2022,T229_June_26_2022_3,49m 3s,49m 11s,6,No,
T229,6/26/2022,T229_June_26_2022_4,49m 12s,49m 15s,3,Yes,There is a 4th motif after a .8 sec pause
T229,6/26/2022,T229_June_26_2022_5,50m 42s,50m 49s,5,No,
T229,6/26/2022,T229_June_26_2022_6,50m 50s,50m 55s,4,No,
T229,6/26/2022,T229_June_26_2022_7,50m 56s,50m 59s,2,No,
T229_misc_motifs,6/26/2022,NA,NA,NA,6,NA,
T229,2/13/2022,NA,NA,NA,0,NA,Did not sing
T237,5/24/2022,T237_May_24_2022_1,30m 6s,30m 8s,2,No,
T237,5/24/2022,T237_May_24_2022_2,30m 9s,30m 10s,2,No,
T237,5/24/2022,T237_May_24_2022_3,30m 31s,30m 38s,8,No,
T237,5/24/2022,T237_May_24_2022_4,30m 40s,30m 42s,2,No,
T237,5/24/2022,T237_May_24_2022_5,31m 42s,31m 48s,7,No,
T237,5/24/2022,T237_May_24_2022_6,32m 30s,32m 34s,4,No,
T237,5/24/2022,T237_May_24_2022_7,32m 36s,32m 39s,4,No,
T237,5/24/2022,T237_May_24_2022_8,32m 41s,32m 43s,3,No,
T237,5/24/2022,T237_May_24_2022_9,32m 44s,32m 46s,2,No,questionable intro notes
T237,5/24/2022,T237_May_24_2022_10,33m 48s,33m 50s,2,Yes,There is a 3rd motif after a .56 sec pause
T237,5/24/2022,T237_May_24_2022_11,34m 29s,34m 35s,6,No,
T237,5/24/2022,T237_May_24_2022_12,35m 58s,36m 2s,3,No,
T237,5/24/2022,T237_May_24_2022_13,36m 2s,36m 4s,2,No,
T237,5/24/2022,T237_May_24_2022_14,36m 5s,36m 6s,2,No,First motif sounds odd
T237,5/24/2022,T237_May_24_2022_15,36m 8s,36m 9s,2,No,
T237,5/24/2022,T237_May_24_2022_16,37m 43s,37m 45s,2,No,
T237,5/24/2022,T237_May_24_2022_17,37m 59s,38m 3s,4,No,
T237,5/24/2022,T237_May_24_2022_18,39m 38s,39m 40s,2,No,
T237,5/24/2022,T237_May_24_2022_19,39m 41s,39m 43s,2,No,
T237,5/24/2022,T237_May_24_2022_20,40m 30s,40m 33s,4,No,
T237,5/24/2022,T237_May_24_2022_21,40m 36s,40m 38s,2,No,
T237,5/24/2022,T237_May_24_2022_22,40m 39s,40m 41s,3,No,
T237,5/24/2022,T237_May_24_2022_23,41m 5s,41m 8s,4,No,
T237,5/24/2022,T237_May_24_2022_24,42m 20s,42m 26s,7,No,
T237,5/24/2022,T237_May_24_2022_25,42m 28s,42m 30s,3,No,
T237,5/24/2022,T237_May_24_2022_26,43m 3s,43m 6s,3,No,
T237,5/24/2022,T237_May_24_2022_27,44m 37s,44m 38s,2,No,
T237,5/24/2022,T237_May_24_2022_28,44m 39s,44m 43s,5,No,
T237,5/24/2022,T237_May_24_2022_29,47m 30s,47m 38s,9,No,
T237,5/24/2022,T237_May_24_2022_30,47m 40s,47m 43s,4,No,questionable intro notes
T237,5/24/2022,T237_May_24_2022_31,49m 14s,49m 18s,4,No,
T237,5/24/2022,T237_May_24_2022_32,49m 49s,49m 54s,6,No,
T237,5/24/2022,T237_May_24_2022_33,49m 55s,49m 57s,3,No,
T237,5/24/2022,T237_May_24_2022_34,49m 57s,50m 2s,3,No,questionable intro notes
T237,5/24/2022,T237_May_24_2022_35,50m 3s,50m 5s,3,Yes,"There is a 4th motif after a >1 sec pause, questionable intro notes"
T237,5/24/2022,T237_May_24_2022_36,50m 59s,51m 5s,7,No,
T237,5/24/2022,T237_May_24_2022_37,52m 39s,52m 45s,6,No,partial motif after 6th
T237,5/24/2022,T237_May_24_2022_38,52m 49s,52m 53s,4,No,
T237,5/24/2022,T237_May_24_2022_39,54m 26s,54m 32s,7,No,
T237,5/24/2022,T237_May_24_2022_40,54m 36s,54m 41s,6,No,
T237_misc_motifs,5/24/2022,NA,NA,NA,13,NA,
T246,2/11/2022,T246_February_11_2022_1,47m 42s,47m 44s,3,No,
T246,2/11/2022,T246_February_11_2022_2,47m 52s,47m 54s,2,No,questionable 2nd motif
T246,2/11/2022,T246_February_11_2022_3,48m 35s,48m 37s,2,No,
T246,2/11/2022,T246_February_11_2022_4,49m 26s,49m 30s,5,No,
T246,2/11/2022,T246_February_11_2022_5,49m 49s,49m 51s,2,No,
T246,2/11/2022,T246_February_11_2022_6,50m 29s,50m 32s,4,No,
T246,2/11/2022,T246_February_11_2022_7,51m 31s,51m 34s,4,No,
T246,2/11/2022,T246_February_11_2022_8,55m 1s,55m 4s,3,No,
T246,2/11/2022,T246_February_11_2022_9,55m 10s,55m 13s,3,No,
T246,2/11/2022,T246_February_11_2022_10,57m 7s,57m 11s,4,No,
T246,2/11/2022,T246_February_11_2022_11,57m 12s,57m 15s,3,No,
T246,2/11/2022,T246_February_11_2022_12,58m 21s,58m 24s,3,No,
T246,2/11/2022,T246_February_11_2022_13,59m 40s,59m 44s,3,No,
T246,2/11/2022,T246_February_11_2022_14,59m 45s,59m 47s,3,No,
T246_misc_motifs,2/11/2022,NA,NA,NA,1,NA,
